	Unnamed: 0	tweet_textual_content	len	ID	Date	Source	Likes	RTs	polarity
279	279	weekend box office men in black mib the secret life of pets secretlifeofpets aladdin aladdin toy	140	1140622470723977216	Mon Jun 17 14:09:23 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0	0
280	280	men in black international continues lackluster summer box office with million opening entertainment weekl	140	1140623415696601089	Mon Jun 17 14:13:08 +0000 2019	"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>"	0	0	-1
281	281	box office what india vs pakistan meant for game over mib sales	93	1140623293202010112	Mon Jun 17 14:12:39 +0000 2019	"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>"	0	0	0
282	282	rt mib	140	1140622176694882305	Mon Jun 17 14:08:13 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	4300	2
283	283	we are continuing our fathers day celebration with men in black sunday june rd with special guest amp overseer leander mcewan	139	1140623374781231104	Mon Jun 17 14:12:58 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0	0
284	284	rt men in black	140	1140623166638870528	Mon Jun 17 14:12:09 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	32	2
285	285	mib	140	1140622395964657664	Mon Jun 17 14:09:05 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0	2
286	286	rt mib	77	1140622245502390272	Mon Jun 17 14:08:29 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	49	2
287	287	rt mib	140	1140622369490255873	Mon Jun 17 14:08:59 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	4300	2
288	288	rt mib	45	1140623204530024450	Mon Jun 17 14:12:18 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	1510	2
289	289	rt v monos al cine a mirar mib	68	1140622237273403392	Mon Jun 17 14:08:27 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	141	2
290	290	rt rare matchbox exclusive editions pack diecast set new sealed htf mib via	136	1140622704925655040	Mon Jun 17 14:10:19 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	1	2
291	291	rt mib	140	1140623147508482049	Mon Jun 17 14:12:04 +0000 2019	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	0	1	2
292	292	rt mib	140	1140622768444067842	Mon Jun 17 14:10:34 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	4300	2
293	293	rt mib	123	1140622788505378816	Mon Jun 17 14:10:39 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	140	2
294	294	box office men in black international shaft add to summer sequel slump	128	1140622823620325376	Mon Jun 17 14:10:47 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0	-1
295	295	mib	69	1140622684323110912	Mon Jun 17 14:10:14 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0	2
296	296	rt mib	41	1140624035044159488	Mon Jun 17 14:15:36 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	4	2
297	297	rt mib mib utapri	140	1140624245371785216	Mon Jun 17 14:16:26 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	118	2
298	298	mib	118	1140624485302726658	Mon Jun 17 14:17:23 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0	2
299	299	rt pm men in black international showing seats guests will receive a food credit for popcorn drinks and or candy p	140	1140623959316193282	Mon Jun 17 14:15:18 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	5	0
300	300	si no lloras con el final de men in black sos mala persona	61	1140623714876370945	Mon Jun 17 14:14:20 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0	2
301	301	rt chris hemsworth aclamado em todas as criticas de mib pelo tarantino por thor vanity fair o colocou como maior nome futuro	139	1140624110638305280	Mon Jun 17 14:15:54 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	242	2
302	302	rt new episode men in black moviepodsquad podernfamily blackpodcast cas	140	1140624727255334913	Mon Jun 17 14:18:21 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	9	2
303	303	mib mib	106	1140623629228498949	Mon Jun 17 14:13:59 +0000 2019	"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>"	1	0	2
304	304	just received my intergalactic immigration visa i am now a special mib agent protecting the earth from the scum o	140	1140624598389497856	Mon Jun 17 14:17:50 +0000 2019	"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"	1	0	0
305	305	mib tl	59	1140624107479814144	Mon Jun 17 14:15:53 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	1	0	2
306	306	rt mib	58	1140624584061751296	Mon Jun 17 14:17:47 +0000 2019	"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>"	0	838	2
307	307	mib	42	1140624635655929861	Mon Jun 17 14:17:59 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0	2
308	308	mib k j m h	46	1140624618681585666	Mon Jun 17 14:17:55 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0	2
309	309	celebrity stars gt independence day amp men in black made the same m gt stars	133	1140624167454330881	Mon Jun 17 14:16:07 +0000 2019	"<a href=""http://www.fooddrinkbuzz.com"" rel=""nofollow"">Restaurant Usa</a>"	0	0	2
310	310	rt mib	140	1140624889402933250	Mon Jun 17 14:19:00 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	57	2
311	311	rt hetties calling mib a boring movie bitch lmao issa gays only event yall can fuck off	106	1140624510585954304	Mon Jun 17 14:17:29 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	2	-1
312	312	vid on mib international doing poorly and other poor performers	127	1140624524888559618	Mon Jun 17 14:17:33 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	2	1	-1
313	313	apart from being quite funny and entertaining at times mib was quite bad thinly developed plot thinner character	140	1140625123222757378	Mon Jun 17 14:19:55 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0	-1
314	314	men in black international movie review via	76	1140624535038889989	Mon Jun 17 14:17:35 +0000 2019	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	0	0	0
315	315	mib	96	1140624910147969024	Mon Jun 17 14:19:05 +0000 2019	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	0	0	2
316	316	mib	118	1140624662474289162	Mon Jun 17 14:18:05 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0	2
317	317	rt start your summer with mib see chris hemsworth and tessa thompson back together in theaters now	140	1140623662191562752	Mon Jun 17 14:14:07 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	59	0
318	318	mib mcu	140	1140623659955941376	Mon Jun 17 14:14:06 +0000 2019	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	2	0	2
319	319	mib	11	1140623852306755584	Mon Jun 17 14:14:52 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0	2
320	320	rt mib	140	1140623432071036928	Mon Jun 17 14:13:12 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	4301	2
321	321	mibinternational mib	140	1140624275683983360	Mon Jun 17 14:16:33 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0	2
322	322	mib	140	1140624554538049538	Mon Jun 17 14:17:40 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0	2
323	323	mib	91	1140624506517540864	Mon Jun 17 14:17:28 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0	2
324	324	mib	6	1140624453153386497	Mon Jun 17 14:17:16 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0	2
325	325	rt mib	58	1140623884091154433	Mon Jun 17 14:15:00 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	838	2
326	326	watch men in black on flixano start free trial	117	1140623750406254592	Mon Jun 17 14:14:28 +0000 2019	"<a href=""https://www.flixano.com/"" rel=""nofollow"">Flixano Movie Show</a>"	0	0	0
327	327	rt men in black international has the worst opening ever for the franchise with just million	137	1140624891592486913	Mon Jun 17 14:19:00 +0000 2019	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	0	3	-1
328	328	i am saying the opposite a new non woke mib would sell like crazy i loved as a kid have not	140	1140623935450562561	Mon Jun 17 14:15:12 +0000 2019	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	1	0	1
329	329	rt	140	1140624996357689344	Mon Jun 17 14:19:25 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	82	2
330	330	rt men in black international	140	1140625037168447489	Mon Jun 17 14:19:35 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	2	2
331	331	mib	118	1140624093684719617	Mon Jun 17 14:15:50 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0	2
332	332	men in black siempre me a dado asco no puedo comer palomitas ni nada cuando e intentado verlas	107	1140624987117838336	Mon Jun 17 14:19:23 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0	2
333	333	nigga look like the men in black pug	60	1140624208587870208	Mon Jun 17 14:16:17 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	1	0	0
334	334	start your summer with mib see chris hemsworth and tessa thompson back together on the largest imax screens i	140	1140623938579513344	Mon Jun 17 14:15:13 +0000 2019	"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>"	1	0	0
335	335	mib	45	1140623898439897088	Mon Jun 17 14:15:03 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0	2
336	336	mib mib	140	1140624563258056704	Mon Jun 17 14:17:42 +0000 2019	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	0	0	2
337	337	mib	86	1140623478179037187	Mon Jun 17 14:13:23 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0	2
338	338	men in black international pg h min action adventure comedy june usa	140	1140624841529163776	Mon Jun 17 14:18:48 +0000 2019	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	1	0	0
339	339	mib	73	1140624854049120256	Mon Jun 17 14:18:51 +0000 2019	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"	0	0	2
340	340	rt here our men in black international review	108	1140624367040311296	Mon Jun 17 14:16:55 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	1	0
341	341	rt men in black and the battle between nostalgia and fatigue	103	1140623549310353409	Mon Jun 17 14:13:40 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	4	0
342	342	m m m mib	133	1140623916186001408	Mon Jun 17 14:15:08 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0	2
343	343	ray ban predator mib	47	1140624251772235776	Mon Jun 17 14:16:28 +0000 2019	"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>"	0	0	2
344	344	rt mib	45	1140623960943386627	Mon Jun 17 14:15:18 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	1510	2
345	345	men in black international lt hd gt meninblack	129	1140624211775348736	Mon Jun 17 14:16:18 +0000 2019	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	0	0	2
346	346	je suis all e voir men in black eklqfjzk c tait trop bien	61	1140623976206667777	Mon Jun 17 14:15:22 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	1	0	2
347	347	rt just wrapped our week global press tour for mib beyond appreciative for all the support we received and excitement	139	1140624017696493568	Mon Jun 17 14:15:32 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	5338	1
348	348	saw men in black international with are really enjoyed it	77	1140624470987726849	Mon Jun 17 14:17:20 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0	1
349	349	mib	118	1140623940374544385	Mon Jun 17 14:15:13 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0	2
350	350	mib	58	1140623776872222723	Mon Jun 17 14:14:34 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0	2
351	351	rt mibinternational	139	1140623499288928256	Mon Jun 17 14:13:28 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	9	2
352	352	rt box office men in black international shaft add to summer sequel slump	140	1140623750083334146	Mon Jun 17 14:14:28 +0000 2019	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	0	2	-1
353	353	men in black international leads a parade of slumping sequels	88	1140624179659714560	Mon Jun 17 14:16:10 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0	-1
354	354	mib mib	98	1140624911909580800	Mon Jun 17 14:19:05 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0	2
355	355	rt men in black international continues the summer box office sequel slump	119	1140624731697106944	Mon Jun 17 14:18:22 +0000 2019	"<a href=""http://twitter-dummy-auth.herokuapp.com/"" rel=""nofollow"">Music Twr Suggesting</a>"	0	18	-1
356	356	the new is a chore to get through we discuss meninblackinternational amp the mib franchise overall	141	1140624364284440577	Mon Jun 17 14:16:54 +0000 2019	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	0	0	0
357	357	rt mib mib h amp m mi	144	1140624205802659841	Mon Jun 17 14:16:17 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	47	2
358	358	rt vid on mib international doing poorly and other poor performers	140	1140625099202187265	Mon Jun 17 14:19:50 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	1	-1
359	359	rt mib	123	1140623842538217473	Mon Jun 17 14:14:50 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	140	2
360	360	fuck the president mib	73	1140624364557090816	Mon Jun 17 14:16:54 +0000 2019	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	0	0	-1
361	361	men in black	24	1140624959506534400	Mon Jun 17 14:19:16 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0	2
362	362	mib	24	1140624109178478593	Mon Jun 17 14:15:54 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0	2
363	363	rt mib	140	1140623722677596160	Mon Jun 17 14:14:21 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	4301	2
364	364	en mib solo corrobor que chris hemsworth es un papisuqui	57	1140623711483170816	Mon Jun 17 14:14:19 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0	2
365	365	lingaw ang mib pero nakatulog jud ko sa cinema hahahah	56	1140624364196397058	Mon Jun 17 14:16:54 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0	2
366	366	they are back on en reparle tout l heure et a va flashouiller mibinternational mib abonne toi	136	1140623948415213568	Mon Jun 17 14:15:15 +0000 2019	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"	1	0	2
367	367	rt	140	1140623869528571905	Mon Jun 17 14:14:56 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	82	2
368	368	rt mib	140	1140624082972495872	Mon Jun 17 14:15:47 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	4301	2
369	369	mib	72	1140625122593607681	Mon Jun 17 14:19:55 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0	2
370	370	rt mib	58	1140623533774532608	Mon Jun 17 14:13:36 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	838	2
371	371	men in black	29	1140624737959235584	Mon Jun 17 14:18:23 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0	2
372	372	esse homem n existe mds muito meu sonho lembrar de mib ele estava t o perfeito ahhhh	126	1140623802042335233	Mon Jun 17 14:14:40 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0	2
373	373	mib tanggal tapi ujian baiklaaaa me time	49	1140624920470122496	Mon Jun 17 14:19:07 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0	2
374	374	interesting for some extent meninblack mibinternational whole st half feels bored only nd half has some e	140	1140623488773849095	Mon Jun 17 14:13:26 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0	-1
375	375	mib	140	1140623468183998465	Mon Jun 17 14:13:21 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0	2
376	376	rt we are mib twitter	140	1140624587949924353	Mon Jun 17 14:17:48 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	462	2
377	377	rt stars supernatural horror with a dash of adventure like men in black but even better the devil pets by alex siegel	139	1140624143018278912	Mon Jun 17 14:16:02 +0000 2019	"<a href=""https://socialbee.io/"" rel=""nofollow"">SocialBee.io v2</a>"	0	2	2
378	378	might spend all day at the cinema tomorrow playing catchup detective pikachu men in black and maybe aladdin round because i deserve it	140	1140623709574696960	Mon Jun 17 14:14:18 +0000 2019	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	3	0	0
379	379	rt durante uma entrevista na premiere de mib homens de preto internacional hemsworth falou que quando soube que estavam	140	1140624930205249537	Mon Jun 17 14:19:09 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	4	2
380	380	rt mib international infinicity hall paragon mibxdomundi	140	1140624704782262272	Mon Jun 17 14:18:16 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	118	2
381	381	mib	15	1140624766891462656	Mon Jun 17 14:18:30 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0	2
382	382	mib	118	1140623563394711557	Mon Jun 17 14:13:43 +0000 2019	"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>"	0	0	2
383	383	mib	45	1140624917924212736	Mon Jun 17 14:19:06 +0000 2019	"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>"	0	0	2
384	384	vamo ver mib	28	1140623627601285121	Mon Jun 17 14:13:59 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0	2
385	385	rt perfect match jaeyong men in black au h y mib	140	1140624686868336640	Mon Jun 17 14:18:11 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	263	2
386	386	mib	118	1140623524282826752	Mon Jun 17 14:13:34 +0000 2019	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	0	0	2
387	387	nossa eu queria ir assistir mib mas n o consigo q raiva sempre acontece algo era pra eu ter ido assistir	139	1140624236857479168	Mon Jun 17 14:16:24 +0000 2019	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	1	0	2
388	388	mib	140	1140623809164091392	Mon Jun 17 14:14:42 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	2	0	2
389	389	rt mibinternational	139	1140623538480533505	Mon Jun 17 14:13:37 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	9	2
390	390	rt mib	41	1140624079017218050	Mon Jun 17 14:15:46 +0000 2019	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"	0	4	2
391	391	mib	91	1140625854004781059	Mon Jun 17 14:22:50 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0	2
392	392	rt review mibinternational	139	1140625990915256321	Mon Jun 17 14:23:22 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	481	2
393	393	this isn t even close to my idea of a men in black movie couldn t even bear minutes	91	1140625207004151808	Mon Jun 17 14:20:15 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	3	0	-1
394	394	rt mib	102	1140625930127200258	Mon Jun 17 14:23:08 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	5	2
395	395	rt we are mib twitter	140	1140625976805613568	Mon Jun 17 14:23:19 +0000 2019	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	0	43	2
396	396	rt mib mibinternational	127	1140625747033198593	Mon Jun 17 14:22:24 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	650	2
397	397	rt celebrate fathersday with mib no suit needed see it in theaters now	114	1140626323955757056	Mon Jun 17 14:24:42 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	113	2
398	398	rt	140	1140625980253323265	Mon Jun 17 14:23:20 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	82	2
399	399	box office sequelitis continues with mib international and shaft	118	1140626427059945472	Mon Jun 17 14:25:06 +0000 2019	"<a href=""http://snippetmedia.com"" rel=""nofollow"">SnippetMedia</a>"	0	0	0
400	400	rt mib toy story	62	1140625676166242305	Mon Jun 17 14:22:07 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	683	2
401	401	rt mibinternational earns the worst opening weekend ever for a men in black movie	126	1140625366278537216	Mon Jun 17 14:20:53 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	46	-1
402	402	rt mib xh	52	1140626272076218368	Mon Jun 17 14:24:29 +0000 2019	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"	0	131	2
403	403	mib	118	1140625136019656704	Mon Jun 17 14:19:58 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0	2
404	404	implying mib international is a cutting edge thought provoking movie not reliant on humor and fun	117	1140625505261150208	Mon Jun 17 14:21:26 +0000 2019	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	0	0	-1
405	405	mib	43	1140626296323489792	Mon Jun 17 14:24:35 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0	2
406	406	mib	83	1140625996455874561	Mon Jun 17 14:23:24 +0000 2019	"<a href=""https://onloft.com/tweetlogix"" rel=""nofollow"">Tweetlogix</a>"	0	0	2
407	407	v mib eiga	94	1140625521455198210	Mon Jun 17 14:21:30 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0	2
408	408	rt	140	1140625589130260480	Mon Jun 17 14:21:46 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	82	2
409	409	mib	118	1140625394942406658	Mon Jun 17 14:21:00 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0	2
410	410	rt asgard in the morning dark phoenix and mib international a year of bombs	119	1140625761893781504	Mon Jun 17 14:22:28 +0000 2019	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	0	2	-1
411	411	rt captioncontest time we re putting men in black international on trial submit your caption to the below image the best	140	1140625808190517249	Mon Jun 17 14:22:39 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	15	2
412	412	rt mib	140	1140625840306155521	Mon Jun 17 14:22:46 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	4301	2
413	413	rt what does it take to suit up for men in black international chris hemsworth trainer amp centr expert luke zocchi reveals c	144	1140626002579742720	Mon Jun 17 14:23:25 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	26	0
414	414	rt	140	1140625457672364032	Mon Jun 17 14:21:15 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	82	2
415	415	rt mib	140	1140626183857397760	Mon Jun 17 14:24:08 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	4301	2
416	416	rt	140	1140625546054815745	Mon Jun 17 14:21:36 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	82	2
417	417	amovieaday men in black	52	1140625332669681664	Mon Jun 17 14:20:45 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0	2
418	418	el rey leon west side story men in black gladiator cronicas de narnia aladdin el cine se ha quedado sin id	140	1140625297559248898	Mon Jun 17 14:20:37 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0	2
419	419	au mib	74	1140625404564135937	Mon Jun 17 14:21:02 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	1	0	2
